"","FM1","FM2","FMRNBA","FMRRA","FYFF","FYGT10","CPIAUCSL","GDP273","PSCCOMR","PWFSA","CES002","LHUR","CES275R","GDP251","GDP252","IPS10","UTL11","HSFR","EXRUS","FSPIN"
"2\1\1962",-0.278163496416829,0.467687774916781,-0.208053083553932,-1.12624492890799,0.0509082834234007,0.0884994835919544,0.532256626862198,1.01108699145886,0.124051802697653,0.434198579004999,0.453983333463542,-1.79595095036539,0.427108364371437,1.16324193633692,0.298415521833478,0.464907749149343,0.0960220962867768,-0.51653006593641,0.172253669266062,-0.328963744105612
"5\1\1962",0.0248231804755261,0.070306757510673,0.0918741912185184,0.347437073329975,0.147127418968255,-0.292880282271984,-0.0423129716246753,-0.225704616813974,-0.815518863877735,-0.907014891299559,0.713475525839789,-0.312885343435501,-0.0185550887541515,0.33781704337919,0.513550229579396,0.136852100626691,0.128980398213867,-0.142395670176834,0.305011044986753,-2.30618391807987
"8\1\1962",-0.815201551105395,-0.847603401483474,0.0257625621410149,0.102859260725439,0.23991015681508,0.238327248752787,-0.214608813905165,-0.38539859331131,-0.489481781435023,0.769002050109815,-0.339046695728849,0.110847687115893,0.773270032055125,0.136688048599813,-0.0786843905999101,0.197828039473168,0.178498739395709,-0.275522375205031,0.0998650328384159,-1.59263489768372
"11\1\1962",0.696966008883946,0.678329955195211,0.079366585717369,0.333308261285612,0.0715266696115839,-0.177104281920432,-0.114449572631753,0.13191545378004,0.0836602766517614,-0.459387044615322,-0.384297667952501,-0.101018828159804,0.118529651675105,-0.660981813107939,0.826659848387105,0.0584798799595754,0.194904355549067,0.183381205719434,0.0109593039282562,0.216522274200674
"2\1\1963",0.539454590978763,0.345906052195158,-0.0845085720731949,-0.544794148575245,0.0371626926312787,-0.0204661637977422,0.15625197718721,-0.0450902300065837,0.00941301635262767,-0.683368617205145,-0.508639986608961,0.746447232942987,0.688675463590051,0.594929008390951,-0.295801251322064,0.686049859301902,0.345158033209984,-0.340067348406257,0.0860285828806432,1.28442357876204
"5\1\1963",-0.127865326395525,-0.0861928280107398,-0.0209495155469496,-0.0348261709707217,-0.0109468751411489,0.142982307286802,-0.310073919259813,-0.468710251944965,0.177441906561108,0.769893964046678,0.388031005578208,-0.101018828159804,0.963541024006341,0.521211658202656,0.138469013775888,1.17447680853705,0.668895035070793,0.382745987735633,0.140252328643344,0.79364553771809
"8\1\1963",0.115241808957339,-0.21578663103822,0.066858980216221,0.409454237233356,0.37049326934024,0.142982307286802,0.936081790000866,1.03620654688856,-0.241523103193725,-0.124807331474181,-0.0265945192723495,-0.736618373986898,0.544603019764408,1.26193207250313,0.729670472270278,-0.052873871192331,0.61886930369864,0.477979871128004,0.117096205053894,0.022203113240539
"11\1\1963",-0.0302986787949078,-0.138773754374314,0.0860032743506298,-0.0275812264857009,0.119636237384011,0.177034072096083,-0.773563086712558,-0.368022434455977,0.549313931552422,0.210997599259823,0.0992103641503235,0.216780944753742,0.494168114928025,-0.0308289618365274,-0.0283146091212102,0.587681519992962,0.761695965530381,0.357161257486201,0.0375950918314544,0.345329908468714
"2\1\1964",-0.382084918132739,-0.402493414912272,0.0242310186102634,-0.199980713897781,0.00279871565097355,0.122551248401234,0.298571642065694,0.315082646049132,-0.270351190716653,-0.236518922348221,0.290135107187332,-0.312885343435501,-0.550876071991201,1.67932524600876,1.65434847512767,0.387108301926723,0.826090398813631,0.404289180770531,0.0859847953648798,0.709296859101566
"5\1\1964",0.0704357121596777,0.0606408442095224,-0.0280967186904623,-0.117203416138546,0.0199807041411261,0.0408270128589628,-0.572283844834248,-0.796811687899469,0.199790792385678,0.0989513741743748,0.194382971184265,-0.842551631624746,1.02900138768061,0.419062074169915,1.3389685207674,0.995403119196091,1.05752650692414,-0.083666034139452,0.0813713388145015,0.335670867531
"8\1\1964",1.01672971522872,0.827307282866699,0.138586268906482,0.759749157130339,-0.0418744544234239,-0.0136558108358869,0.129708900995078,0.330281985586117,0.553586967862199,0.0986182919455434,0.89974241821092,-0.630685116349049,0.794752715059162,0.657712421093702,1.4575839841866,0.532749776209825,1.17052744974288,0.0453935213502618,0.0606378552493345,0.182081649544131
"11\1\1964",-0.341125978243362,-0.304864652104376,0.0331650225396564,-0.0752517334777815,0.116199839685981,-0.04089722268331,0.512509307598088,0.0265532633501082,1.15197102667978,-0.12447225638607,0.408121314875938,-0.101018828159804,-0.835976374577588,-0.631301391343783,-0.880385535621801,0.478371378191429,1.26650508400267,-0.0524185207331306,-0.00856422944316663,0.0661738996898099
"2\1\1965",-0.598334980458996,-0.0973695702494892,-0.194524449032283,-0.755475743630338,0.401420848622515,0.0612580717445287,-0.35317384513833,-0.0166434383400937,-0.0897921523000896,0.0982876296241893,1.05500276757386,-0.206952085797652,1.79818998408775,1.9277306605742,1.97981899504899,1.87406203234167,1.79022000217478,-0.359485902552723,0.0594615724295081,0.0557108439172157
"5\1\1965",-0.180710418198915,-0.490587196294468,0.0592012625624563,0.413613908739753,0.0990178511958279,0.00677524804968261,0.720787134973063,0.480492674950045,0.497933102788465,1.19994336126473,1.08649185720758,-0.736618373986901,0.91697727567034,0.642346342279947,0.35541506419209,0.977729370451157,1.90760361968083,-0.150061361008867,0.174784675277638,-0.0759694324068949
"8\1\1965",0.667525228806522,0.431239083559813,0.0916189339633911,0.0213785499569314,-0.0109468751411484,0.0816891306300982,-0.779401435336389,-0.388095161306884,-0.109101183750211,-1.11929848761649,1.06748420727598,-0.948484889262592,0.119559087213068,1.43188778693511,1.2588723166916,0.838542889575632,2.01881766661196,-0.10750672522033,0.0905736035424566,-0.375999520525198
"11\1\1965",0.644229341781093,0.36099843191532,0.127865464191212,0.0334800994463072,0.0887086581017369,0.463068896494037,0.502425076218592,-0.228821002638344,0.530659320415394,0.747060687590075,1.20670832143034,-0.842551631624749,1.00904037421843,1.88478227648577,2.86565638139169,0.794485877076313,2.03682634162745,0.026411710490059,-0.0107936458931657,0.671018283205667
"2\1\1966",-0.0505400567647339,-0.400397114588757,-0.117181500729258,-0.160956899125622,0.394548053226453,0.606086308693015,0.89122210074679,1.45605270986807,1.30706554860977,0.0840123079829142,1.28522733899951,-0.736618373986896,0.280460811410185,1.91531239292122,0.897882273570723,1.31444412557496,2.28735208646325,-0.446101095569866,0.100979552556612,-0.242402348173131
"5\1\1966",-0.702384892165544,-1.08591515414404,-0.103397608952482,-0.00464142844140483,0.360184076246148,0.0203959539733932,-0.0796607805741705,0.0653858453559289,-0.4834109406798,-0.770056139578066,1.42372357116813,-0.101018828159805,0.211279146157575,-0.54013480000577,-0.88457056959696,0.834991248697904,2.38599168085191,-0.848098680476648,0.111315017413441,-0.90155044659091
"8\1\1966",-1.50481670773763,-0.939292132937006,0.0745166978699856,-0.129895824497295,0.504512779563431,0.735483014968278,-0.100995528407015,-0.11557986854635,-0.416550961318201,0.62199405112313,0.906265073353086,-0.206952085797652,0.991423420963945,-0.171791015067432,0.410306447135732,0.498464574608647,2.31474380325897,-1.61519268239671,0.0410640893518859,-1.62323923253775
"11\1\1966",0.661624510111284,0.64044799538021,0.136033696355226,-0.119442063031597,0.150563816666286,-0.279259576348273,-0.121653641739852,0.00960293970582785,-1.83973988412775,-0.758566294298087,0.311163864823596,-0.206952085797652,-0.284288333204897,-0.000400195617219529,-0.677597757703413,0.12835405362553,2.17067440313501,-2.34637353824453,0.134308098355164,-0.733756949669294
"2\1\1967",0.760755594816974,0.927806024692693,0.296845767084284,0.540516631407508,-0.770390766405896,-0.858139578106037,-1.27269528319484,-1.5403001499002,-0.406112917661649,-0.752257316604661,0.0330413466975088,0.428647460029439,0.94021988289669,0.0962985296045217,-0.416883162223386,-0.823933813687335,1.72811985496945,-1.62262172259339,0.0514480308883263,1.24565439543459
"5\1\1967",0.429031697666921,1.1726346044634,-0.0781271406950572,-0.11041521410871,-0.866609901950751,0.483499955379605,0.774629983474453,0.649288794392745,-0.848359348513822,0.832549042951834,-0.710770237796051,0.00491442947804453,0.489984979533069,-0.943582988247495,0.699190166685817,-0.732691837523646,1.32967883943677,-1.06570371093104,0.0422287911318259,0.679426410498815
"8\1\1967",0.877847708332192,0.479592224874033,0.0175943299770011,0.530024449248419,-0.107166010686003,0.871690074205403,0.872024640730608,1.31170595055753,-0.684688450921601,0.509777323427354,0.26381320305334,-0.101018828159804,1.25975093569123,-0.012911502399151,-0.534976600599609,-0.0398403768538068,1.14793020257154,-0.388185276339716,0.0571848654633123,0.29869410262364
"11\1\1967",-0.601868236483793,-0.900820304659633,0.0201469025282537,0.225048980201748,0.281146929191446,0.810396897548696,0.184430062208561,-0.185873630899785,-0.518972704831506,-0.436266224368861,0.539342487274785,0.322714202391591,0.389682297517719,-0.0566619686548155,-0.396663231198088,1.19843679818,1.44542998415661,-0.224055559952721,0.463992752231779,-0.146210979582646
"2\1\1968",-0.337483912460558,-0.605407376668955,-0.369886183303491,-0.854046860050325,0.624786698994499,-0.0681386345307348,-0.258977469819456,0.596641487450437,0.065568223816906,0.295239619104792,0.310002510875586,-0.524751858711199,2.00382175160844,1.46737881244376,2.23574841326062,0.42363336029099,1.45108481106021,-0.191888889726879,0.597245980787077,-0.882575334260994
"5\1\1968",0.43126498082324,-0.0999126810134731,-0.0788929124604351,-0.291726208162585,1.22271989845181,0.272379013562067,-0.0355149134496089,-0.152290376890313,-0.628508028919005,0.186108302692477,0.679670626761319,-0.524751858711199,0.892796996911372,1.04658913450174,0.994893907576884,0.374073531569475,1.44128997434293,-0.190783508647298,0.0316233365558552,0.950812389669498
"8\1\1968",0.25814126729249,0.446072517872125,0.609025390102758,0.838427475720279,-0.0453108521214545,-0.578915106669939,0.820879352184383,0.0452366899709727,-0.511757093448263,-0.12360868072044,0.658652470412983,-0.101018828159805,-0.0841745595024787,-0.146297071535635,1.49806556624476,0.0155727493601819,1.3083096235956,0.0211257101118711,-0.00108724498235523,-0.016497414646448
"11\1\1968",0.224575529275591,0.565979016411654,-0.205755768257803,-0.199672930655366,-0.0350016590273622,0.63332772054044,-0.264959832732288,0.247395615306141,0.638320527057696,-0.221848751542112,0.950001047708534,-0.418818601073351,1.23565613203227,-0.450948023504351,-0.632752513589213,0.480476677135962,1.4032430635507,0.211935293003752,0.0202275069327237,0.588965586078693
"2\1\1969",-0.371397549358239,-0.918173345034476,-0.278759343223693,-0.487797194268446,0.662587073672835,0.830827956434264,-0.0477537235269153,-0.456028873623029,1.06519021268612,-0.11753353050697,0.931737578764002,0.00491442947804453,1.22957630118254,0.905333630320719,0.377631604043321,0.746310804281265,1.53028180163468,0.496228083650437,0.110459799838683,-1.02254699170429
"5\1\1969",-1.07273856745672,-1.25476461813576,-0.10569492424861,0.055535831417538,1.806907507117,0.360913602066197,0.775299579599345,0.944658950873673,0.864926518948745,0.977944107060126,0.899450280985704,0.110847687115893,0.756959989546636,-0.612354465250846,-0.350556719288101,-0.198213373207671,1.36611533788584,0.0966911903406142,0.117172102123001,-0.0637418790167891
"8\1\1969",-0.379498678095305,-0.37243638416911,0.369338827539923,-0.107423813437998,0.669459869068896,1.02832819232809,-0.472919572314435,-0.125581691098256,0.45753757588729,-0.426094373650028,0.544494271893402,0.428647460029441,1.17358660556942,-0.215723895868209,-0.609184009954691,0.281680045463025,1.3490184945167,-0.341207456233193,0.241727112068414,-1.47086830459016
"11\1\1969",0.395655883283662,0.345071317159747,0.280509302756255,0.982549175612701,-0.0521836475175148,0.898931486052826,0.343737308554637,-0.268182653220658,0.0540022866489712,0.361882484726621,-0.301637502929053,0.00491442947804453,0.649514954053114,-1.51472599265178,-0.122215229709497,-0.872251473267274,0.982190093884642,-0.691100468248552,-0.224951332529822,-0.269849362025481
"2\1\1970",0.280383075708647,-0.749821324958443,-0.154193802722455,-0.957453052385194,-0.385514224226475,0.142982307286803,0.130869873831302,-0.00696818436398596,0.291782756495565,-0.607050706607188,-0.595903786813909,1.91171306695932,0.203268175771348,-1.1483340062094,-0.397169805256972,-2.0273194625537,0.247077303378762,-0.979042333230169,-0.0115702848676586,-1.36152197039564
"5\1\1970",-0.340053289246366,0.467050629736158,-0.049538328121002,0.0215513901806912,-0.722281198633469,0.708241603120853,-0.456503459594266,-0.245749801798421,-0.524549194625097,-0.783002850084044,-1.62020312197637,1.91171306695932,0.886254268001014,-0.727546401379223,-0.601027914194338,-0.823357832903276,-0.0604379193541634,-0.688649149525014,-0.0855675049610619,-2.22727369107764
"8\1\1970",0.623069497459381,2.4009726878039,0.0719641253187275,0.462101003982713,-1.2205588648479,-0.517621930013234,-0.821721221869323,-0.380125829720204,-0.750484042433974,0.367948776077584,-1.44713394510959,1.27611352113223,1.06955396245781,0.0990601107817118,0.00821097631651278,-0.701144059779488,-0.348267873399269,-0.0999082697569014,-0.287669586743265,-0.358670748373813
"11\1\1970",0.514113064278211,0.644931220236268,0.456636808792843,0.0158580227316608,-1.17932209247153,-1.23951934396998,0.908117908657236,1.00677835640674,-1.07701582296244,0.550603641348971,-2.28320443960014,2.12357958223502,-0.596547292366057,-2.2286235675585,-1.72503462822823,-1.85817655007771,-0.951606284044941,0.577030551592682,0.00552553277255976,1.25637894986379
"2\1\1971",-0.129565737210206,0.78489896352538,-0.312198043645132,0.0685751972230207,-1.77038249653278,-1.70943369833805,-1.36673639319684,-1.14755295435068,-0.335612509134965,-0.210692038781238,-0.212197030496798,0.322714202391593,2.8883198356963,2.29387441101397,1.56263526938881,0.735420183575689,-0.698359751232119,0.904123518270564,-0.101843229123598,1.61526346799027
"5\1\1971",0.483733055050539,0.955870204576212,-0.044943697528746,-0.114402622828882,0.721005834539354,0.469879249455892,0.155739233179031,0.575878299967003,-0.215467053529267,0.164492498676195,-0.089786308551666,-0.101018828159804,1.11520517991475,-0.283213425665602,0.0802444269306166,0.0970799366773396,-0.668747283168669,1.39138409931518,-0.0272903869676987,0.625960161079674
"8\1\1971",-0.41174609549551,-1.30584766354839,-0.215966058462821,0.276448650135981,0.930626094119216,0.483499955379607,0.150975419984144,-0.469925598446075,-0.380164806215592,-0.758357959174707,-0.261679774094041,0.428647460029439,0.814964922192969,-0.0131216077853566,-0.10676357690619,-0.278953771095819,-0.722868903468398,1.56424367613655,-0.409120008639969,-0.802216975966431
"11\1\1971",-0.852698369334087,-0.404059315659656,0.393843524031971,-0.768615442704008,-0.753208777915743,-1.21227793212255,-0.582200980982697,-1.15190394230943,-0.459766664655291,0.352744213697832,0.104279100517423,-0.312885343435501,0.799616227314508,-0.61187791736595,1.1890566563495,0.977192991966635,-0.339620179720944,1.80624466771633,-0.869565595980904,-0.654643850474273
"2\1\1972",1.11100144048879,0.452839018159357,0.0252520476307658,0.441876933178152,-1.2549228418282,0.292810072447636,0.154717197874968,1.38823789373427,1.12800723060102,0.164185506186867,1.08858734496461,-0.524751858711201,2.44464570653095,1.13889669417239,0.679396596332176,2.14535973754288,0.231943839441694,2.2346142146812,-1.48450964109078,1.28689481266434
"5\1\1972",-0.342993610708531,-0.74934022289621,-0.0648537634285341,0.4189132085123,0.775988197707842,0.224706542829076,-0.387911224719851,-1.46865767589351,1.0638791007242,-0.110202394722797,1.11745026526147,-0.206952085797652,1.42258482066313,1.81910093365206,1.51422487041603,0.735866230215493,0.46624045166859,1.89243060670015,-0.261304392751636,0.255895624865216
"8\1\1972",0.48980240020516,1.27447144126088,-0.288459118918461,-0.413206224893498,0.446094018696912,0.299620425409492,0.333405247161158,0.884909592263004,0.510816479997383,0.5170073445447,0.409904258390046,-0.418818601073352,0.623516126453536,0.173993754652555,0.990473263272942,0.352512444245498,0.588043511267054,2.16524239528047,0.149446204819025,-0.0915072000809006
"11\1\1972",0.386220229581549,-0.0586422195224591,0.191679777972585,0.63764011841087,0.408293644018576,0.170223719134228,0.501594328996464,-0.189347760699263,1.06832014545946,-0.469588124777794,1.43208283997474,-0.630685116349049,1.84798803385891,0.975988357514553,2.16151285431397,1.66003191782648,1.09409536803155,2.27058938591953,0.316401179527576,0.385244668929683
"2\1\1973",-0.475070159060797,-1.41333967674783,-0.411237858633823,-0.284887723013326,1.42890376033364,0.469879249455892,1.18165051438996,1.20030982088056,2.63769519853655,2.49427430085291,1.72146629760615,-1.37221791981399,0.669096475166058,2.02379093007785,1.38837863324071,1.32633184847346,1.52282537188143,2.17879088547595,-1.28069221347337,-0.0846479683154328
"5\1\1973",-0.874904118189962,-1.10157028198035,0.0888111041570126,-0.889894930747756,1.3120662386006,0.415396425761045,1.12623816933489,2.16719188850231,2.82898276729139,0.220074158315208,0.748171937739285,0.00491442947804453,-1.28305279101375,0.413025653762188,-1.37645024716397,0.0167285117910337,1.49673522122607,1.66686936642424,-1.58031368838316,-1.4434298291004
"8\1\1973",-0.024331888085132,-0.363153221504639,0.229968366241407,0.397979472938498,2.82064482803601,0.817207250510553,-0.275149002701646,-0.363120109389567,4.29072661976664,-0.287324692522718,0.232241663274635,-0.418818601073352,-0.482708793419044,-1.58296416895686,-0.762450944814572,0.0901296180059515,1.44997443542635,1.38102049734567,-0.969989876198279,-0.607567134306746
"11\1\1973",0.129631993355456,-0.173499904719934,0.631743285808928,0.0231979009044316,-0.588261688410279,-0.926243107724598,1.20762941169508,0.717661630238315,-0.0902429905783233,-1.52748185555977,0.746180513268878,-0.101018828159804,-1.16316055518424,0.175944797545257,-1.7438121033444,0.459821348827666,1.61678815234202,0.391570737408983,1.12327592091242,-0.754522267288139
"2\1\1974",0.412597541740964,0.843602428533248,-0.247362700843259,0.102837373678821,-0.701662812445284,0.61289666165487,0.958281907649654,2.74227863475934,3.10738250801045,3.63964610428201,-0.102495013975021,1.17018026349438,-3.75974059994238,-1.98251564840624,-2.59695336674566,-1.0521639404009,1.27971928939379,0.223106915264586,1.57884076434186,-1.49484646386599
"5\1\1974",-0.753868171845374,-0.966390359353529,-1.08690381295099,0.0346824104339264,1.97872739201853,1.00108678048066,-0.662813431026796,-0.548959886966033,-0.58284958778869,-2.08410317505235,-0.279579138807421,0.216780944753744,-0.94432595383862,-0.607021564740822,-0.69708635587388,-0.41109972189266,1.09853687056702,0.0031098828786655,-1.39435358324535,-1.02851823727625
"8\1\1974",-0.0587180037594535,-0.206406799043271,0.210824072106994,-0.295986121794019,0.858461742460575,0.858069368281688,0.282772500499443,-0.363764385148143,0.4736403287275,1.85859440404693,-0.852488627095703,1.38204677877008,0.455473396157932,-2.10477945916821,-0.627983098466827,-0.741719419675755,0.877888319111362,-1.11229974960596,1.06949172145158,-3.32500572744943
"11\1\1974",0.355324348015189,0.698495577299878,2.2217407279856,-0.0553202714445634,-2.83566578292225,-0.599346165555507,0.545161266677166,-0.469761813716428,-1.80321782561739,-0.250961024130029,-2.42789704384681,3.07697890097566,0.0138096308859824,-1.41634577618335,-3.47942087514416,-2.99649863530006,-0.0529814896009129,-1.89011556827469,-0.0107851081300091,-1.87046214683044
"2\1\1975",-0.629578478576239,0.571797760962796,-0.861511656675183,-0.308278004785467,-3.14494157574499,-0.26563887042456,-2.05453260395717,-1.98027509677962,-2.97809197835975,-3.86944398424142,-4.5496012194057,5.30157731137049,0.0578348386172785,-2.37874807480574,-0.0195591331148613,-4.79458509906106,-1.59633743934648,-2.11861950309024,-1.12547825574923,1.81281232006136
"5\1\1975",0.966734924611635,2.62781818272886,-0.47581794418057,0.643708471966027,-0.918155867421209,1.0419488982518,-2.07111837291786,-1.88403341455287,-1.27819649474394,0.431199110340388,-2.19190434603101,1.91171306695933,-0.146204219291502,-0.0851757706549865,1.1310140973453,-1.33370083245173,-1.97226209599902,-1.67194227351732,0.294610110260327,1.8963532790216
"8\1\1975",0.389432052507267,-0.029810747829245,-0.17997478549013,-0.0180278551183931,0.75536981151966,0.503931014265173,1.75202891213987,1.87081269027131,0.672050874413243,1.04908249194414,0.452535046927484,-1.26628466217614,-0.880558267473802,1.04054731472632,0.820511717771976,1.08920812012661,-1.55223126019461,-0.925980395155778,1.72882210962896,-0.598675477085401
"11\1\1975",-1.28008176802795,-1.83452352438376,0.173045998348424,-0.284367171515223,-0.777263561801957,-0.476759812242097,-0.371239049871581,-0.578331393639098,-1.35689682743181,-0.636234362597592,0.87210069034575,-0.524751858711198,-0.950935914894867,0.595364609893143,0.256876407065391,0.890584738118969,-1.2341123178323,-0.584403109470585,0.55008448105832,-0.0393314199881047
"2\1\1976",0.852403794002412,1.143444908398,-0.0975266920845963,-0.0600850643793078,-0.612316472296492,-0.633397930364789,-1.55388907294976,-1.83523356303977,-0.467857815783867,-2.09028766458005,1.79249776830001,-1.79595095036539,1.58925264036154,1.68895227460679,1.66257828335164,1.45031058088012,-0.784446953521377,-0.2363130087871,0.173607975173518,1.59297056162196
"5\1\1976",0.264650662570704,-0.260048975730978,0.0270388484166461,0.178785321741984,0.373929667038272,0.040827012858961,-0.572557140154046,-0.766402086452718,1.09680144472864,0.795213750180006,0.607494475770759,-0.524751858711201,1.36963397371409,-0.0680218061759881,0.0333413922428147,0.321004916739522,-0.616449326161649,-0.210719203884554,0.604544106181568,0.0945763319056781
"8\1\1976",-0.741283509748414,-0.516665150135241,0.0329097652845277,-0.00287464569182881,0.0818358627056748,-0.0885696934163044,1.53922331775527,2.03908136617665,0.195219685484204,0.104370995686385,0.151935849214937,0.53458071766729,1.20056877260219,-0.383645755344912,0.264229461359347,0.314467601787851,-0.487344259911331,0.13403486956814,-0.100774475372027,0.0883278917447927
"11\1\1976",0.832985377034608,1.44048116923772,0.191424520717456,0.384391519182894,-0.430187394300874,-1.10331228473285,-0.326584354743905,0.11815653184864,-1.61522380241241,0.889775145208076,0.2602987013337,0.110847687115893,0.0479892806598301,-0.104089983414841,0.664940020575093,0.658154358874275,-0.340443769595069,0.533470174057825,0.2732520743324,-0.648783965371418
"2\1\1977",0.661454053453855,-0.330885149242147,-0.153938545467325,-0.374748435549814,-0.227439930117072,0.333672190218772,0.825386406494407,0.611625842845656,1.40120151554504,0.373449609280408,1.3136903133387,-0.842551631624746,0.415878845046771,0.473544784988606,0.471288148587092,0.836511052831177,-0.019221658242755,0.951461149616993,0.141599680835056,-0.492149207731413
"5\1\1977",-0.46653545782432,-1.05323266048916,-0.0280967186904651,0.0575128650898047,0.50451277956343,0.0340166598971057,-0.211105716085649,-0.178307345816198,0.0432445880285637,-0.113720730512147,1.69625519265331,-1.16035140453829,0.188112085114881,1.3559109210982,-0.487041604510078,1.41841000691177,0.449474514945303,1.14217462183991,-0.110405275852086,-0.827367576451371
"8\1\1977",-0.406813690117359,-0.584973397535574,-0.128157562699652,0.372369608233463,0.676332664464958,-0.0272765167595994,-0.813524932317889,-0.65565390493548,-1.99261530344952,-0.681427776925014,1.27676891467746,-0.736618373986898,0.190304197974061,1.15486747972452,0.125745065028461,0.256292990814166,0.527568483366922,1.36423214489666,-0.123976089871012,-0.54111969135649
"11\1\1977",0.410050556738567,-0.348932266327829,0.059711777072704,-0.366488904691976,0.707260243747231,0.490310308341462,0.185431089255394,-0.24154855244059,0.302428954585709,0.534202525362157,1.19266413870268,-0.736618373986898,0.499578476931857,-0.962395222243454,0.941487243333459,-0.060129487229881,0.537047120400394,1.5210242952727,-0.763671430072936,-1.00469384272123
"2\1\1978",0.170263729990057,-0.305432939316695,0.782600323588092,0.455228398388225,0.243346554513111,0.844448662357976,0.532250131193939,0.760221159687065,1.27335099054828,-0.158362175248611,0.916030264290837,-1.05441814690045,0.247513868016455,-0.568860830228734,-0.448242285088346,-0.680799552655091,0.382131335773442,0.912045434549891,-1.12431867560974,-1.12372825734435
"5\1\1978",0.402349020963903,-3.90525020650622e-05,-0.885505838656981,-0.238033943999145,0.535440358845705,0.63332772054044,1.20076725451703,1.14492738598555,0.398824555210357,0.935524751193636,2.49565001402823,-1.05441814690044,0.800719232029382,3.63359212622388,1.87272265435654,1.98315283054858,0.81277324468825,1.61012469141597,-0.277676721993453,0.955117065232229
